parcel_id,year,season,crop,area,production,yield,sowing_date,harvest_date,fertilizer,pesticide,irrigation_count
P0057,2024,Kharif,Rice,1.79,5.94,3.32,2024-07-07,2024-11-02,NPK 19:19:19,None,17
P0057,2024,Rabi,Groundnut,1.79,3.87,2.16,2024-10-01,2025-01-26,DAP,None,19
P0057,2024,Summer,Groundnut,1.79,5.23,2.92,2024-10-03,2025-02-19,MOP,Chlorpyrifos,22
P0058,2020,Kharif,Groundnut,0.44,1.16,2.64,2020-11-14,2021-04-03,DAP,Carbendazim,21
P0058,2021,Kharif,Groundnut,0.44,0.62,1.4,2021-10-26,2022-02-13,MOP,Chlorpyrifos,8
P0058,2021,Rabi,Groundnut,0.44,0.59,1.35,2021-10-18,2022-01-31,Organic Compost,Chlorpyrifos,8
P0058,2021,Summer,Groundnut,0.44,0.57,1.29,2021-07-19,2021-11-14,MOP,Tricyclazole,14
P0058,2022,Rabi,Rice,0.44,1.36,3.1,2022-11-08,2023-03-15,DAP,Tricyclazole,13
P0058,2022,Summer,Rice,0.44,1.63,3.7,2022-07-02,2022-11-06,MOP,Carbendazim,24
P0058,2023,Rabi,Rice,0.44,2.31,5.26,2023-06-07,2023-09-28,DAP,None,9
P0058,2024,Kharif,Groundnut,0.44,0.53,1.21,2024-07-03,2024-11-21,DAP,None,13
P0058,2024,Rabi,Rice,0.44,2.68,6.1,2024-10-17,2025-03-08,Urea,Carbendazim,25
P0059,2020,Kharif,Groundnut,0.73,2.36,3.23,2020-11-13,2021-03-12,Urea,None,24
P0059,2020,Summer,Rice,0.73,3.93,5.38,2020-11-10,2021-03-09,Urea,None,20
P0059,2021,Rabi,Groundnut,0.73,1.61,2.2,2021-11-21,2022-04-03,MOP,Carbendazim,20
P0059,2021,Summer,Rice,0.73,4.01,5.49,2021-11-24,2022-03-23,Urea,Tricyclazole,12
P0059,2022,Rabi,Rice,0.73,4.12,5.64,2022-07-23,2022-11-27,DAP,None,14
P0059,2024,Kharif,Groundnut,0.73,1.61,2.21,2024-06-10,2024-11-03,Organic Compost,None,10
P0059,2024,Rabi,Groundnut,0.73,1.47,2.02,2024-07-27,2024-12-22,Organic Compost,Carbendazim,24
P0060,2020,Rabi,Rice,1.59,9.44,5.94,2020-06-02,2020-09-24,NPK 19:19:19,Tricyclazole,8
P0060,2020,Summer,Groundnut,1.59,2.97,1.87,2020-06-02,2020-09-10,DAP,Chlorpyrifos,25
P0060,2021,Rabi,Groundnut,1.59,4.1,2.58,2021-06-01,2021-09-29,MOP,Chlorpyrifos,16
P0060,2022,Kharif,Groundnut,1.59,4.32,2.72,2022-06-12,2022-10-25,NPK 19:19:19,Chlorpyrifos,9
P0060,2022,Summer,Groundnut,1.59,4.6,2.89,2022-07-27,2022-12-03,DAP,Chlorpyrifos,13
P0060,2023,Kharif,Groundnut,1.59,5.1,3.21,2023-11-22,2024-04-20,DAP,Chlorpyrifos,23
P0060,2023,Rabi,Rice,1.59,9.49,5.97,2023-10-21,2024-02-05,Organic Compost,Tricyclazole,13
P0060,2023,Summer,Rice,1.59,5.36,3.37,2023-07-14,2023-11-26,Urea,None,10
P0060,2024,Rabi,Groundnut,1.59,4.01,2.52,2024-07-08,2024-11-30,Urea,Chlorpyrifos,19
P0060,2024,Summer,Groundnut,1.59,2.88,1.81,2024-06-17,2024-10-25,Urea,Tricyclazole,23
P0061,2020,Kharif,Rice,0.72,3.48,4.83,2020-06-14,2020-11-09,MOP,Chlorpyrifos,8
P0061,2020,Rabi,Rice,0.72,1.68,2.34,2020-10-08,2021-03-06,DAP,Tricyclazole,22
P0061,2020,Summer,Rice,0.72,1.8,2.5,2020-11-17,2021-04-10,Organic Compost,Tricyclazole,25
P0061,2021,Kharif,Rice,0.72,2.02,2.8,2021-10-22,2022-03-02,Urea,Chlorpyrifos,20
P0061,2021,Rabi,Sugarcane,0.72,1.82,2.53,2021-11-25,2022-03-15,MOP,None,12
P0061,2022,Rabi,Rice,0.72,3.39,4.71,2022-10-11,2023-02-02,NPK 19:19:19,None,22
P0061,2022,Summer,Rice,0.72,3.47,4.82,2022-06-15,2022-10-10,DAP,Tricyclazole,21
P0061,2023,Kharif,Rice,0.72,3.3,4.58,2023-06-25,2023-10-31,NPK 19:19:19,Tricyclazole,8
P0061,2023,Rabi,Sugarcane,0.72,1.62,2.25,2023-10-22,2024-03-13,Organic Compost,Carbendazim,17
P0061,2023,Summer,Rice,0.72,4.04,5.61,2023-07-26,2023-12-11,MOP,None,21
P0061,2024,Kharif,Rice,0.72,2.56,3.55,2024-11-17,2025-04-06,NPK 19:19:19,None,20
P0061,2024,Summer,Rice,0.72,1.47,2.04,2024-10-10,2025-02-07,Organic Compost,Chlorpyrifos,24
P0062,2020,Kharif,Rice,0.37,2.13,5.76,2020-10-06,2021-01-21,Urea,Chlorpyrifos,20
P0062,2020,Summer,Sugarcane,0.37,0.93,2.5,2020-11-10,2021-03-25,Urea,None,25
P0062,2021,Rabi,Rice,0.37,2.02,5.47,2021-10-17,2022-01-31,Urea,Chlorpyrifos,9
P0062,2022,Rabi,Rice,0.37,2.4,6.48,2022-11-09,2023-04-05,Organic Compost,Carbendazim,21
P0062,2022,Summer,Rice,0.37,2.05,5.55,2022-06-05,2022-10-11,Urea,None,8
P0062,2023,Rabi,Sugarcane,0.37,1.19,3.22,2023-11-04,2024-03-20,Organic Compost,Carbendazim,14
P0062,2024,Kharif,Rice,0.37,1.67,4.51,2024-11-10,2025-02-24,Organic Compost,Chlorpyrifos,22
P0062,2024,Rabi,Rice,0.37,0.83,2.23,2024-11-15,2025-03-31,NPK 19:19:19,None,11
P0062,2024,Summer,Rice,0.37,0.79,2.14,2024-11-21,2025-03-03,DAP,Tricyclazole,19
P0063,2020,Kharif,Rice,0.84,5.16,6.14,2020-06-08,2020-10-03,MOP,Carbendazim,12
P0063,2020,Rabi,Rice,0.84,4.19,4.99,2020-11-16,2021-03-13,NPK 19:19:19,Tricyclazole,19
P0063,2021,Kharif,Groundnut,0.84,1.11,1.32,2021-07-26,2021-12-22,MOP,Carbendazim,21
P0063,2021,Rabi,Groundnut,0.84,1.22,1.45,2021-10-14,2022-03-12,DAP,None,8
P0063,2022,Rabi,Rice,0.84,2.65,3.16,2022-11-26,2023-03-07,MOP,Tricyclazole,20
P0063,2023,Rabi,Rice,0.84,2.91,3.47,2023-07-20,2023-11-24,Urea,Chlorpyrifos,25
P0063,2024,Rabi,Groundnut,0.84,1.57,1.87,2024-10-11,2025-03-06,Urea,Chlorpyrifos,9
P0064,2021,Rabi,Sugarcane,3.21,4.37,1.36,2021-07-25,2021-12-12,NPK 19:19:19,Tricyclazole,13
P0064,2021,Summer,Rice,3.21,14.45,4.5,2021-07-20,2021-11-19,MOP,Carbendazim,13
P0064,2022,Rabi,Rice,3.21,18.84,5.87,2022-10-05,2023-02-27,Urea,Tricyclazole,11
P0064,2022,Summer,Rice,3.21,7.64,2.38,2022-11-12,2023-03-31,Urea,None,18
P0064,2023,Kharif,Rice,3.21,7.77,2.42,2023-10-10,2024-02-25,NPK 19:19:19,Tricyclazole,17
P0064,2024,Kharif,Rice,3.21,10.72,3.34,2024-10-25,2025-02-11,Organic Compost,Carbendazim,11
P0064,2024,Rabi,Sugarcane,3.21,5.62,1.75,2024-06-12,2024-10-27,Organic Compost,Tricyclazole,14
P0065,2020,Kharif,Groundnut,1.9,4.22,2.22,2020-06-11,2020-10-03,Organic Compost,None,15
P0065,2020,Summer,Groundnut,1.9,2.22,1.17,2020-06-28,2020-11-25,DAP,Chlorpyrifos,24
P0065,2021,Kharif,Groundnut,1.9,4.16,2.19,2021-11-02,2022-03-14,Organic Compost,Chlorpyrifos,25
P0065,2021,Summer,Groundnut,1.9,3.25,1.71,2021-11-07,2022-02-15,Organic Compost,Tricyclazole,13
P0065,2023,Kharif,Rice,1.9,5.62,2.96,2023-11-11,2024-04-01,MOP,Chlorpyrifos,23
P0065,2023,Rabi,Rice,1.9,11.19,5.89,2023-06-17,2023-10-31,MOP,Tricyclazole,23
P0065,2024,Rabi,Rice,1.9,7.05,3.71,2024-11-15,2025-04-11,DAP,Tricyclazole,10
P0065,2024,Summer,Groundnut,1.9,2.55,1.34,2024-07-27,2024-11-29,Organic Compost,Carbendazim,20
P0066,2020,Kharif,Sugarcane,2.44,6.15,2.52,2020-10-11,2021-01-22,Organic Compost,None,9
P0066,2020,Summer,Rice,2.44,5.08,2.08,2020-11-08,2021-03-24,DAP,Carbendazim,13
P0066,2021,Summer,Rice,2.44,8.13,3.33,2021-10-06,2022-02-24,MOP,Carbendazim,22
P0066,2022,Kharif,Sugarcane,2.44,7.47,3.06,2022-07-18,2022-11-18,NPK 19:19:19,Carbendazim,19
P0066,2022,Rabi,Rice,2.44,5.44,2.23,2022-06-27,2022-11-11,DAP,None,22
P0066,2022,Summer,Sugarcane,2.44,4.27,1.75,2022-06-27,2022-10-13,Organic Compost,Chlorpyrifos,22
P0066,2023,Kharif,Sugarcane,2.44,5.98,2.45,2023-06-11,2023-11-06,MOP,Carbendazim,18
P0066,2023,Rabi,Rice,2.44,13.22,5.42,2023-07-14,2023-11-22,DAP,Tricyclazole,24
P0067,2020,Kharif,Rice,2.11,5.3,2.51,2020-11-28,2021-04-11,Urea,Chlorpyrifos,23
P0067,2020,Rabi,Rice,2.11,4.33,2.05,2020-10-11,2021-02-24,Urea,Chlorpyrifos,11
P0067,2020,Summer,Rice,2.11,9.54,4.52,2020-10-11,2021-01-28,NPK 19:19:19,Tricyclazole,14
P0067,2021,Rabi,Rice,2.11,9.33,4.42,2021-10-24,2022-03-05,Urea,Tricyclazole,8
P0067,2021,Summer,Rice,2.11,7.98,3.78,2021-07-05,2021-11-25,Urea,None,15
P0067,2022,Kharif,Rice,2.11,5.42,2.57,2022-06-08,2022-10-20,Organic Compost,Tricyclazole,17
P0067,2022,Summer,Rice,2.11,8.27,3.92,2022-06-08,2022-11-01,Organic Compost,None,24
P0067,2023,Rabi,Rice,2.11,7.32,3.47,2023-06-02,2023-09-28,DAP,Carbendazim,14
P0067,2023,Summer,Rice,2.11,13.08,6.2,2023-11-03,2024-03-03,Organic Compost,Tricyclazole,14
P0067,2024,Kharif,Sugarcane,2.11,3.25,1.54,2024-07-15,2024-10-28,MOP,Tricyclazole,15
P0068,2020,Kharif,Rice,2.79,17.83,6.39,2020-10-18,2021-02-15,NPK 19:19:19,None,19
P0068,2020,Rabi,Rice,2.79,6.67,2.39,2020-11-22,2021-03-17,MOP,Tricyclazole,20
P0068,2021,Kharif,Rice,2.79,16.6,5.95,2021-10-12,2022-03-11,Urea,Tricyclazole,17
P0068,2021,Summer,Rice,2.79,17.02,6.1,2021-07-27,2021-12-06,NPK 19:19:19,Tricyclazole,13
P0068,2022,Kharif,Rice,2.79,10.32,3.7,2022-11-25,2023-04-15,Urea,Carbendazim,15
P0068,2022,Summer,Sugarcane,2.79,8.48,3.04,2022-10-09,2023-01-21,NPK 19:19:19,None,9
P0068,2023,Kharif,Sugarcane,2.79,5.13,1.84,2023-10-21,2024-02-11,MOP,Tricyclazole,16
P0068,2023,Summer,Rice,2.79,12.61,4.52,2023-06-07,2023-10-27,Urea,Chlorpyrifos,23
P0068,2024,Kharif,Rice,2.79,10.85,3.89,2024-10-05,2025-02-13,NPK 19:19:19,Chlorpyrifos,24
P0068,2024,Rabi,Rice,2.79,11.27,4.04,2024-10-22,2025-02-16,Organic Compost,Chlorpyrifos,18
P0068,2024,Summer,Rice,2.79,10.83,3.88,2024-11-19,2025-03-01,NPK 19:19:19,Carbendazim,8
P0069,2020,Kharif,Rice,1.15,4.65,4.04,2020-10-20,2021-03-01,MOP,Carbendazim,19
P0069,2020,Summer,Rice,1.15,2.93,2.55,2020-11-05,2021-03-16,MOP,Chlorpyrifos,8
P0069,2021,Kharif,Sugarcane,1.15,3.32,2.89,2021-06-26,2021-10-10,MOP,None,14
P0069,2022,Kharif,Rice,1.15,4.73,4.11,2022-11-07,2023-03-22,MOP,Chlorpyrifos,15
P0069,2023,Kharif,Rice,1.15,6.01,5.23,2023-10-04,2024-01-26,Organic Compost,None,11
P0069,2023,Rabi,Rice,1.15,6.82,5.93,2023-07-17,2023-12-04,Urea,Chlorpyrifos,25
P0070,2020,Summer,Groundnut,2.88,3.14,1.09,2020-07-03,2020-11-19,MOP,Tricyclazole,22
P0070,2022,Rabi,Groundnut,2.88,4.44,1.54,2022-10-04,2023-02-17,MOP,Carbendazim,15
P0070,2022,Summer,Rice,2.88,15.03,5.22,2022-06-20,2022-10-28,MOP,None,12
P0070,2023,Summer,Rice,2.88,10.8,3.75,2023-11-05,2024-03-31,MOP,Tricyclazole,14
P0070,2024,Rabi,Groundnut,2.88,4.2,1.46,2024-10-26,2025-02-12,Urea,Carbendazim,14
P0071,2020,Rabi,Rice,2.95,10.97,3.72,2020-06-07,2020-10-04,NPK 19:19:19,None,20
P0071,2021,Kharif,Rice,2.95,14.57,4.94,2021-11-15,2022-04-08,Urea,Chlorpyrifos,9
P0071,2022,Kharif,Sugarcane,2.95,3.48,1.18,2022-11-24,2023-03-12,MOP,Chlorpyrifos,21
P0071,2022,Rabi,Rice,2.95,12.21,4.14,2022-06-11,2022-10-18,MOP,None,9
P0071,2023,Summer,Rice,2.95,8.76,2.97,2023-06-26,2023-11-02,NPK 19:19:19,None,14
P0071,2024,Kharif,Rice,2.95,7.14,2.42,2024-11-06,2025-02-24,DAP,Tricyclazole,9
P0071,2024,Rabi,Sugarcane,2.95,6.61,2.24,2024-06-21,2024-10-23,DAP,None,8
P0071,2024,Summer,Rice,2.95,16.17,5.48,2024-10-28,2025-03-22,NPK 19:19:19,None,23
P0072,2020,Summer,Rice,1.0,4.05,4.05,2020-11-27,2021-03-07,MOP,Chlorpyrifos,21
P0072,2021,Rabi,Rice,1.0,6.19,6.19,2021-10-10,2022-03-09,DAP,Chlorpyrifos,19
P0072,2022,Kharif,Rice,1.0,2.97,2.97,2022-07-11,2022-10-30,Organic Compost,Carbendazim,10
P0072,2022,Summer,Rice,1.0,5.7,5.7,2022-10-10,2023-03-06,NPK 19:19:19,Chlorpyrifos,20
P0072,2023,Kharif,Rice,1.0,4.81,4.81,2023-07-14,2023-12-02,MOP,None,15
P0072,2023,Rabi,Sugarcane,1.0,2.16,2.16,2023-11-03,2024-03-23,MOP,None,12
P0072,2024,Rabi,Rice,1.0,2.59,2.59,2024-06-13,2024-09-23,Urea,None,18
P0072,2024,Summer,Rice,1.0,4.43,4.43,2024-07-26,2024-11-30,NPK 19:19:19,Carbendazim,25
P0073,2020,Kharif,Rice,2.87,15.96,5.56,2020-11-18,2021-03-25,Organic Compost,Tricyclazole,12
P0073,2020,Summer,Rice,2.87,9.21,3.21,2020-06-17,2020-10-28,NPK 19:19:19,Carbendazim,8
P0073,2021,Kharif,Groundnut,2.87,6.86,2.39,2021-11-27,2022-04-18,Urea,None,9
P0073,2021,Rabi,Groundnut,2.87,3.19,1.11,2021-06-14,2021-10-11,NPK 19:19:19,Chlorpyrifos,20
P0073,2021,Summer,Groundnut,2.87,9.9,3.45,2021-07-26,2021-11-23,MOP,Carbendazim,24
P0073,2022,Kharif,Groundnut,2.87,3.7,1.29,2022-06-17,2022-10-05,Organic Compost,Tricyclazole,18
P0073,2023,Kharif,Rice,2.87,8.32,2.9,2023-07-03,2023-10-21,NPK 19:19:19,Chlorpyrifos,8
P0073,2023,Rabi,Rice,2.87,8.55,2.98,2023-06-07,2023-11-02,Urea,None,8
P0073,2023,Summer,Groundnut,2.87,8.21,2.86,2023-07-26,2023-11-21,NPK 19:19:19,Tricyclazole,15
P0073,2024,Kharif,Rice,2.87,13.12,4.57,2024-06-17,2024-10-28,Organic Compost,None,11
P0073,2024,Summer,Rice,2.87,10.71,3.73,2024-06-19,2024-10-02,DAP,Chlorpyrifos,12
P0074,2020,Kharif,Groundnut,2.4,6.43,2.68,2020-11-24,2021-04-10,Organic Compost,Tricyclazole,9
P0074,2020,Rabi,Rice,2.4,14.98,6.24,2020-10-18,2021-01-31,Organic Compost,Tricyclazole,23
P0074,2020,Summer,Groundnut,2.4,2.54,1.06,2020-07-02,2020-10-13,Organic Compost,Carbendazim,15
P0074,2022,Kharif,Groundnut,2.4,7.7,3.21,2022-06-04,2022-10-15,MOP,None,25
P0074,2022,Rabi,Rice,2.4,13.01,5.42,2022-10-17,2023-02-03,MOP,Chlorpyrifos,8
P0074,2023,Rabi,Rice,2.4,8.3,3.46,2023-06-12,2023-10-03,DAP,Carbendazim,21
P0074,2023,Summer,Groundnut,2.4,6.05,2.52,2023-10-13,2024-02-26,MOP,Carbendazim,16
P0074,2024,Kharif,Groundnut,2.4,2.71,1.13,2024-11-05,2025-03-30,Urea,Chlorpyrifos,16
P0074,2024,Rabi,Rice,2.4,10.63,4.43,2024-07-23,2024-12-19,Urea,Chlorpyrifos,12
P0074,2024,Summer,Groundnut,2.4,8.16,3.4,2024-10-01,2025-01-18,NPK 19:19:19,Chlorpyrifos,9
P0075,2020,Kharif,Rice,2.64,9.13,3.46,2020-11-09,2021-04-02,DAP,Tricyclazole,15
P0075,2020,Rabi,Rice,2.64,7.18,2.72,2020-07-14,2020-11-10,DAP,Carbendazim,22
P0075,2022,Kharif,Rice,2.64,6.65,2.52,2022-10-04,2023-02-16,NPK 19:19:19,None,13
P0075,2022,Rabi,Rice,2.64,8.69,3.29,2022-10-19,2023-01-28,NPK 19:19:19,None,9
P0075,2023,Kharif,Rice,2.64,10.14,3.84,2023-06-09,2023-10-14,Urea,None,12
P0075,2023,Rabi,Rice,2.64,6.34,2.4,2023-11-03,2024-02-12,DAP,Chlorpyrifos,12
P0075,2023,Summer,Sugarcane,2.64,3.46,1.31,2023-06-12,2023-09-25,MOP,Carbendazim,8
P0075,2024,Kharif,Sugarcane,2.64,4.12,1.56,2024-11-25,2025-03-25,MOP,Carbendazim,20
P0075,2024,Rabi,Rice,2.64,10.27,3.89,2024-07-05,2024-11-10,DAP,Carbendazim,20
P0075,2024,Summer,Rice,2.64,9.24,3.5,2024-06-20,2024-10-03,Urea,Carbendazim,23
P0076,2020,Kharif,Groundnut,0.86,1.42,1.65,2020-10-16,2021-02-02,MOP,Tricyclazole,10
P0076,2020,Rabi,Groundnut,0.86,2.49,2.89,2020-07-06,2020-11-03,DAP,Tricyclazole,13
P0076,2020,Summer,Rice,0.86,4.45,5.17,2020-11-28,2021-04-03,NPK 19:19:19,Carbendazim,20
P0076,2021,Kharif,Groundnut,0.86,2.75,3.2,2021-10-03,2022-02-19,NPK 19:19:19,Tricyclazole,24
P0076,2021,Rabi,Rice,0.86,4.93,5.73,2021-10-16,2022-02-22,DAP,None,14
P0076,2021,Summer,Rice,0.86,2.89,3.36,2021-11-04,2022-03-16,Organic Compost,Tricyclazole,17
P0076,2022,Kharif,Groundnut,0.86,2.61,3.03,2022-07-11,2022-11-05,MOP,None,17
P0076,2022,Rabi,Groundnut,0.86,1.05,1.22,2022-07-04,2022-10-21,NPK 19:19:19,Carbendazim,19
P0076,2023,Rabi,Rice,0.86,2.79,3.24,2023-11-22,2024-04-14,MOP,None,11
P0076,2024,Kharif,Groundnut,0.86,1.03,1.2,2024-07-18,2024-11-30,DAP,Tricyclazole,15
P0076,2024,Summer,Groundnut,0.86,2.31,2.69,2024-10-08,2025-02-06,MOP,Chlorpyrifos,10
P0077,2020,Kharif,Rice,1.43,9.25,6.47,2020-11-18,2021-02-27,NPK 19:19:19,Carbendazim,8
P0077,2022,Kharif,Rice,1.43,7.68,5.37,2022-10-07,2023-02-26,Urea,Chlorpyrifos,15
P0077,2022,Rabi,Rice,1.43,6.79,4.75,2022-11-02,2023-03-01,Organic Compost,Tricyclazole,8
P0077,2022,Summer,Groundnut,1.43,3.98,2.78,2022-11-05,2023-02-19,Organic Compost,Tricyclazole,9
P0077,2023,Kharif,Groundnut,1.43,2.15,1.5,2023-07-02,2023-11-23,Organic Compost,Tricyclazole,25
P0077,2023,Rabi,Rice,1.43,3.07,2.15,2023-06-03,2023-09-28,Urea,Chlorpyrifos,17
P0077,2023,Summer,Groundnut,1.43,4.12,2.88,2023-06-08,2023-09-22,NPK 19:19:19,None,22
P0077,2024,Kharif,Groundnut,1.43,1.8,1.26,2024-06-25,2024-11-19,NPK 19:19:19,Chlorpyrifos,19
P0077,2024,Rabi,Rice,1.43,7.04,4.92,2024-10-04,2025-02-18,NPK 19:19:19,Carbendazim,19
P0077,2024,Summer,Rice,1.43,5.05,3.53,2024-06-07,2024-10-13,MOP,Chlorpyrifos,11
P0078,2020,Rabi,Groundnut,1.05,3.1,2.95,2020-06-16,2020-10-02,Organic Compost,None,15
P0078,2020,Summer,Groundnut,1.05,2.5,2.38,2020-06-14,2020-09-23,Organic Compost,None,23
P0078,2021,Kharif,Groundnut,1.05,2.61,2.49,2021-07-07,2021-11-27,Organic Compost,Tricyclazole,16
P0078,2021,Rabi,Rice,1.05,6.06,5.77,2021-07-16,2021-11-14,Urea,Tricyclazole,21
P0078,2021,Summer,Rice,1.05,4.68,4.46,2021-06-06,2021-10-02,Organic Compost,Carbendazim,19
P0078,2022,Kharif,Rice,1.05,3.32,3.16,2022-06-06,2022-10-25,MOP,Chlorpyrifos,12
P0078,2022,Summer,Groundnut,1.05,2.08,1.98,2022-07-27,2022-11-11,Urea,Tricyclazole,20
P0078,2023,Kharif,Groundnut,1.05,2.29,2.18,2023-10-13,2024-03-03,NPK 19:19:19,Tricyclazole,19
P0078,2023,Summer,Rice,1.05,5.4,5.14,2023-07-19,2023-11-19,DAP,None,18
P0078,2024,Summer,Rice,1.05,2.12,2.02,2024-07-13,2024-10-25,Urea,Chlorpyrifos,14
P0079,2020,Kharif,Rice,1.73,8.93,5.16,2020-07-10,2020-10-31,Urea,Chlorpyrifos,12
P0079,2020,Summer,Rice,1.73,5.81,3.36,2020-07-01,2020-10-09,Urea,Tricyclazole,10
P0079,2021,Kharif,Rice,1.73,4.24,2.45,2021-07-02,2021-10-19,Urea,Tricyclazole,23
P0079,2021,Rabi,Groundnut,1.73,5.17,2.99,2021-10-13,2022-03-07,DAP,Carbendazim,15
P0079,2023,Rabi,Groundnut,1.73,6.02,3.48,2023-11-09,2024-04-06,NPK 19:19:19,Tricyclazole,11
P0079,2024,Summer,Rice,1.73,4.05,2.34,2024-07-18,2024-12-14,NPK 19:19:19,Tricyclazole,18
P0080,2020,Kharif,Groundnut,0.83,2.42,2.91,2020-07-19,2020-11-19,NPK 19:19:19,None,18
P0080,2020,Rabi,Groundnut,0.83,0.92,1.11,2020-11-28,2021-04-17,Organic Compost,Tricyclazole,13
P0080,2021,Kharif,Groundnut,0.83,1.73,2.09,2021-10-26,2022-02-21,MOP,Carbendazim,21
P0080,2021,Rabi,Groundnut,0.83,0.96,1.16,2021-07-02,2021-11-01,Urea,None,22
P0080,2022,Kharif,Groundnut,0.83,2.5,3.01,2022-06-12,2022-10-14,NPK 19:19:19,Chlorpyrifos,23
P0080,2022,Rabi,Rice,0.83,2.85,3.43,2022-07-04,2022-11-12,DAP,None,13
P0080,2022,Summer,Rice,0.83,3.54,4.26,2022-06-27,2022-10-24,MOP,Tricyclazole,13
P0080,2023,Kharif,Groundnut,0.83,2.43,2.93,2023-07-11,2023-11-04,NPK 19:19:19,Tricyclazole,12
P0080,2023,Rabi,Groundnut,0.83,1.69,2.04,2023-10-02,2024-02-07,MOP,Chlorpyrifos,8
P0080,2023,Summer,Groundnut,0.83,2.79,3.36,2023-07-05,2023-11-12,DAP,Carbendazim,14
P0080,2024,Kharif,Groundnut,0.83,1.12,1.35,2024-11-14,2025-04-07,Organic Compost,Chlorpyrifos,14
P0080,2024,Rabi,Groundnut,0.83,1.68,2.02,2024-11-20,2025-03-03,Urea,Carbendazim,24
P0080,2024,Summer,Groundnut,0.83,2.27,2.73,2024-07-06,2024-10-17,MOP,Chlorpyrifos,16
P0081,2020,Rabi,Rice,2.14,8.3,3.88,2020-11-07,2021-03-23,Urea,Carbendazim,22
P0081,2020,Summer,Rice,2.14,10.85,5.07,2020-06-11,2020-10-01,MOP,Tricyclazole,22
P0081,2021,Rabi,Sugarcane,2.14,3.98,1.86,2021-11-23,2022-03-24,DAP,Tricyclazole,10
P0081,2021,Summer,Rice,2.14,9.35,4.37,2021-07-27,2021-12-24,DAP,Chlorpyrifos,23
P0081,2022,Rabi,Rice,2.14,6.01,2.81,2022-11-24,2023-03-17,DAP,Chlorpyrifos,12
P0081,2022,Summer,Rice,2.14,12.28,5.74,2022-06-27,2022-11-03,NPK 19:19:19,Tricyclazole,11
P0081,2023,Kharif,Rice,2.14,11.79,5.51,2023-11-06,2024-02-17,DAP,Carbendazim,11
P0081,2023,Summer,Sugarcane,2.14,3.08,1.44,2023-07-02,2023-11-02,Urea,Tricyclazole,8
P0081,2024,Rabi,Rice,2.14,11.47,5.36,2024-07-01,2024-10-20,Organic Compost,None,11
P0081,2024,Summer,Rice,2.14,6.87,3.21,2024-07-22,2024-11-24,Urea,None,21
P0082,2020,Kharif,Rice,0.35,0.73,2.09,2020-11-15,2021-04-12,DAP,None,20
P0082,2020,Rabi,Sugarcane,0.35,0.36,1.03,2020-06-11,2020-11-01,Urea,Carbendazim,14
P0082,2021,Kharif,Sugarcane,0.35,0.68,1.94,2021-07-09,2021-11-03,DAP,None,22
P0082,2022,Kharif,Rice,0.35,2.21,6.31,2022-06-18,2022-10-10,Urea,Tricyclazole,18
P0082,2023,Rabi,Rice,0.35,1.05,2.99,2023-06-23,2023-11-08,Organic Compost,Chlorpyrifos,12
P0082,2023,Summer,Rice,0.35,2.06,5.88,2023-11-06,2024-03-19,DAP,None,20
P0082,2024,Rabi,Rice,0.35,2.01,5.74,2024-11-02,2025-02-18,NPK 19:19:19,Tricyclazole,20
P0082,2024,Summer,Rice,0.35,1.57,4.49,2024-11-28,2025-03-18,MOP,Carbendazim,14
P0083,2020,Kharif,Rice,3.16,16.59,5.25,2020-10-01,2021-02-06,Organic Compost,Tricyclazole,17
P0083,2020,Rabi,Sugarcane,3.16,6.41,2.03,2020-11-12,2021-04-09,Urea,Chlorpyrifos,9
P0083,2020,Summer,Rice,3.16,8.69,2.75,2020-07-20,2020-10-30,Urea,Carbendazim,17
P0083,2021,Kharif,Rice,3.16,14.03,4.44,2021-06-09,2021-10-03,Urea,Chlorpyrifos,13
P0083,2021,Rabi,Rice,3.16,8.78,2.78,2021-07-08,2021-10-29,DAP,Chlorpyrifos,19
P0083,2022,Rabi,Rice,3.16,7.93,2.51,2022-10-28,2023-02-08,DAP,Carbendazim,17
P0083,2023,Kharif,Rice,3.16,14.57,4.61,2023-07-28,2023-11-30,Organic Compost,Carbendazim,14
P0083,2023,Rabi,Rice,3.16,18.39,5.82,2023-07-06,2023-11-01,NPK 19:19:19,Chlorpyrifos,21
P0083,2024,Kharif,Rice,3.16,16.84,5.33,2024-10-19,2025-03-15,DAP,None,12
P0083,2024,Rabi,Rice,3.16,18.83,5.96,2024-10-03,2025-01-21,Urea,Tricyclazole,18
P0083,2024,Summer,Sugarcane,3.16,7.9,2.5,2024-10-28,2025-03-16,DAP,None,11
P0084,2020,Rabi,Groundnut,0.96,2.06,2.15,2020-07-03,2020-11-10,Organic Compost,Carbendazim,16
P0084,2021,Kharif,Groundnut,0.96,3.04,3.17,2021-07-20,2021-12-16,Urea,Chlorpyrifos,22
P0084,2021,Summer,Rice,0.96,3.85,4.01,2021-07-06,2021-11-08,DAP,None,23
P0084,2022,Kharif,Groundnut,0.96,2.09,2.18,2022-07-14,2022-11-08,DAP,Tricyclazole,16
P0084,2022,Rabi,Groundnut,0.96,1.25,1.3,2022-06-20,2022-10-25,DAP,None,8
P0084,2022,Summer,Groundnut,0.96,1.61,1.68,2022-10-11,2023-01-27,DAP,Chlorpyrifos,11
