canonical_answer_id,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,answer
CA_00128,soil_suitability,மண் பொருத்தம்,rice,நெல்,black,கரிசல் மண்,"நெல் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00129,soil_suitability,மண் பொருத்தம்,rice,நெல்,alluvial,வண்டல் மண்,"நெல் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00130,soil_suitability,மண் பொருத்தம்,rice,நெல்,sandy,மணல் மண்,"நெல் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00131,soil_suitability,மண் பொருத்தம்,rice,நெல்,clay,களிமண்,"நெல் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00132,soil_suitability,மண் பொருத்தம்,rice,நெல்,loamy,கலப்பு மண்,"நெல் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00133,soil_suitability,மண் பொருத்தம்,rice,நெல்,laterite,சரளை மண்,"நெல் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00134,soil_suitability,மண் பொருத்தம்,banana,வாழை,red,செம்மண்,"வாழை பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00135,soil_suitability,மண் பொருத்தம்,banana,வாழை,black,கரிசல் மண்,"வாழை பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00136,soil_suitability,மண் பொருத்தம்,banana,வாழை,alluvial,வண்டல் மண்,"வாழை பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00137,soil_suitability,மண் பொருத்தம்,banana,வாழை,sandy,மணல் மண்,"வாழை பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00138,soil_suitability,மண் பொருத்தம்,banana,வாழை,clay,களிமண்,"வாழை பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00139,soil_suitability,மண் பொருத்தம்,banana,வாழை,loamy,கலப்பு மண்,"வாழை பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00140,soil_suitability,மண் பொருத்தம்,banana,வாழை,laterite,சரளை மண்,"வாழை பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00141,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,red,செம்மண்,"கரும்பு பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00142,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,black,கரிசல் மண்,"கரும்பு பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00143,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,alluvial,வண்டல் மண்,"கரும்பு பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00144,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,sandy,மணல் மண்,"கரும்பு பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00145,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,clay,களிமண்,"கரும்பு பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00146,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,loamy,கலப்பு மண்,"கரும்பு பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00147,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,laterite,சரளை மண்,"கரும்பு பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00148,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,red,செம்மண்,"பருத்தி பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00149,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,black,கரிசல் மண்,"பருத்தி பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00150,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,alluvial,வண்டல் மண்,"பருத்தி பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00151,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,sandy,மணல் மண்,"பருத்தி பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00152,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,clay,களிமண்,"பருத்தி பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00153,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,loamy,கலப்பு மண்,"பருத்தி பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00154,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,laterite,சரளை மண்,"பருத்தி பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00155,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,red,செம்மண்,"நிலக்கடலை பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00156,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,black,கரிசல் மண்,"நிலக்கடலை பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00157,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,alluvial,வண்டல் மண்,"நிலக்கடலை பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00158,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,sandy,மணல் மண்,"நிலக்கடலை பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00159,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,clay,களிமண்,"நிலக்கடலை பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00160,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,loamy,கலப்பு மண்,"நிலக்கடலை பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00161,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,laterite,சரளை மண்,"நிலக்கடலை பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00162,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,red,செம்மண்,"மக்காச்சோளம் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00163,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,black,கரிசல் மண்,"மக்காச்சோளம் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00164,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,alluvial,வண்டல் மண்,"மக்காச்சோளம் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00165,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,sandy,மணல் மண்,"மக்காச்சோளம் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00166,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,clay,களிமண்,"மக்காச்சோளம் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00167,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,loamy,கலப்பு மண்,"மக்காச்சோளம் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00168,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,laterite,சரளை மண்,"மக்காச்சோளம் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00169,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,red,செம்மண்,"சிறுதானியம் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00170,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,black,கரிசல் மண்,"சிறுதானியம் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00171,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,alluvial,வண்டல் மண்,"சிறுதானியம் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00172,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,sandy,மணல் மண்,"சிறுதானியம் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00173,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,clay,களிமண்,"சிறுதானியம் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00174,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,loamy,கலப்பு மண்,"சிறுதானியம் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00175,soil_suitability,மண் பொருத்தம்,millet,சிறுதானியம்,laterite,சரளை மண்,"சிறுதானியம் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00176,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,red,செம்மண்,"தக்காளி பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00177,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,black,கரிசல் மண்,"தக்காளி பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00178,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,alluvial,வண்டல் மண்,"தக்காளி பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00179,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,sandy,மணல் மண்,"தக்காளி பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00180,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,clay,களிமண்,"தக்காளி பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00181,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,loamy,கலப்பு மண்,"தக்காளி பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00182,soil_suitability,மண் பொருத்தம்,tomato,தக்காளி,laterite,சரளை மண்,"தக்காளி பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00183,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,red,செம்மண்,"மிளகாய் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00184,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,black,கரிசல் மண்,"மிளகாய் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00185,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,alluvial,வண்டல் மண்,"மிளகாய் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00186,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,sandy,மணல் மண்,"மிளகாய் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00187,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,clay,களிமண்,"மிளகாய் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00188,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,loamy,கலப்பு மண்,"மிளகாய் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00189,soil_suitability,மண் பொருத்தம்,chilli,மிளகாய்,laterite,சரளை மண்,"மிளகாய் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00190,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,red,செம்மண்,"வெங்காயம் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00191,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,black,கரிசல் மண்,"வெங்காயம் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00192,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,alluvial,வண்டல் மண்,"வெங்காயம் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00193,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,sandy,மணல் மண்,"வெங்காயம் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00194,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,clay,களிமண்,"வெங்காயம் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00195,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,loamy,கலப்பு மண்,"வெங்காயம் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00196,soil_suitability,மண் பொருத்தம்,onion,வெங்காயம்,laterite,சரளை மண்,"வெங்காயம் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00197,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,red,செம்மண்,"மஞ்சள் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00198,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,black,கரிசல் மண்,"மஞ்சள் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00199,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,alluvial,வண்டல் மண்,"மஞ்சள் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00200,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,sandy,மணல் மண்,"மஞ்சள் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00201,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,clay,களிமண்,"மஞ்சள் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00202,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,loamy,கலப்பு மண்,"மஞ்சள் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00203,soil_suitability,மண் பொருத்தம்,turmeric,மஞ்சள்,laterite,சரளை மண்,"மஞ்சள் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00204,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,red,செம்மண்,"கத்தரிக்காய் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00205,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,black,கரிசல் மண்,"கத்தரிக்காய் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00206,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,alluvial,வண்டல் மண்,"கத்தரிக்காய் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00207,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,sandy,மணல் மண்,"கத்தரிக்காய் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00208,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,clay,களிமண்,"கத்தரிக்காய் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00209,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,loamy,கலப்பு மண்,"கத்தரிக்காய் பயிருக்கு கலப்பு மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00210,soil_suitability,மண் பொருத்தம்,brinjal,கத்தரிக்காய்,laterite,சரளை மண்,"கத்தரிக்காய் பயிருக்கு சரளை மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00211,soil_suitability,மண் பொருத்தம்,okra,வெண்டைக்காய்,red,செம்மண்,"வெண்டைக்காய் பயிருக்கு செம்மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00212,soil_suitability,மண் பொருத்தம்,okra,வெண்டைக்காய்,black,கரிசல் மண்,"வெண்டைக்காய் பயிருக்கு கரிசல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00213,soil_suitability,மண் பொருத்தம்,okra,வெண்டைக்காய்,alluvial,வண்டல் மண்,"வெண்டைக்காய் பயிருக்கு வண்டல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00214,soil_suitability,மண் பொருத்தம்,okra,வெண்டைக்காய்,sandy,மணல் மண்,"வெண்டைக்காய் பயிருக்கு மணல் மண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
CA_00215,soil_suitability,மண் பொருத்தம்,okra,வெண்டைக்காய்,clay,களிமண்,"வெண்டைக்காய் பயிருக்கு களிமண் மண் பொருத்தமா என்பதை pH, EC, வடிகால், கரிம கார்பன் மற்றும் ஊட்டச்சத்து பரிசோதனையுடன் உறுதி செய்யுங்கள்."
