canonical_answer_id,intent,crop,answer
ans_55c137f7b6,soil_suitability_check,Turmeric,"Turmeric suits Red loamy, Black cotton soil types. Upload your soil test report (pH, N, P, K) for a precise suitability check against your actual field data."
ans_698cd5a42b,market_price,Brinjal,Market prices for Brinjal change daily. Check the current mandi rate on the e-NAM portal or your nearest Uzhavar Sandhai before deciding when to sell -- do not rely on a fixed number.
ans_e4c529044f,water_requirement,Chilli,Chilli needs about 600-800mm of water across its growing period. Adjust for local rainfall and soil water-holding capacity.
ans_6a8f3d76e8,seed_variety,Turmeric,"Choose a Turmeric variety recommended by TNAU for your district and season -- disease-resistant, high-yield varieties are updated each season, so confirm with your Agriculture Extension Office or TNAU Agritech Portal before buying seed."
ans_ae8bf1f05c,fertilizer_schedule,Groundnut,"For Groundnut, apply farmyard manure at land preparation, followed by NPK in split doses at basal, vegetative, and reproductive stages. Get an exact dose from your soil test report or nearest Krishi Vigyan Kendra -- rates vary by soil fertility."
ans_ac658a198b,pest_disease,Sunflower,"Sunflower is commonly affected by stem borers, aphids, and fungal leaf spots depending on season. Scout the field weekly; confirm any pesticide choice and dosage with your local Agriculture Officer before applying."
ans_bdc25f3cde,water_requirement,Onion,Onion needs about 350-550mm of water across its growing period. Adjust for local rainfall and soil water-holding capacity.
ans_c2fa7eb5d6,market_price,Millet (Bajra),Market prices for Millet (Bajra) change daily. Check the current mandi rate on the e-NAM portal or your nearest Uzhavar Sandhai before deciding when to sell -- do not rely on a fixed number.
ans_b684025618,water_requirement,Tomato,"Tomato needs about 400-600mm, frequent light irrigation of water across its growing period. Adjust for local rainfall and soil water-holding capacity."
ans_69e98d24dd,fertilizer_schedule,Green gram,"For Green gram, apply farmyard manure at land preparation, followed by NPK in split doses at basal, vegetative, and reproductive stages. Get an exact dose from your soil test report or nearest Krishi Vigyan Kendra -- rates vary by soil fertility."
ans_6df28b2fd2,harvest_time,Millet (Bajra),"Millet (Bajra) is typically ready for harvest around 85 days after sowing/planting, depending on variety and local conditions."
ans_8c7f2070af,crop_selection_for_soil,Cotton,"Cotton grows well in Black cotton, Alluvial soil. If your soil test report shows different values, match it against the crop suitability table for your district's Agriculture Extension Office before finalizing."
ans_8eb74869e1,crop_selection_for_soil,Groundnut,"Groundnut grows well in Red loamy, Sandy loam soil. If your soil test report shows different values, match it against the crop suitability table for your district's Agriculture Extension Office before finalizing."
ans_81b0ef4e44,harvest_time,Turmeric,"Turmeric is typically ready for harvest around 240 days after sowing/planting, depending on variety and local conditions."
ans_d7b773634a,seed_variety,Millet (Bajra),"Choose a Millet (Bajra) variety recommended by TNAU for your district and season -- disease-resistant, high-yield varieties are updated each season, so confirm with your Agriculture Extension Office or TNAU Agritech Portal before buying seed."
ans_0cda540603,harvest_time,Chilli,"Chilli is typically ready for harvest around 150 days after sowing/planting, depending on variety and local conditions."
ans_a572d212af,government_scheme,Sunflower,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_3daf74d3f8,sowing_time,Sorghum,The recommended sowing window for Sorghum in Tamil Nadu is Jun-Jul or Sep-Oct.
ans_fc8ae4b67c,government_scheme,Brinjal,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_a538253122,fertilizer_schedule,Banana,"For Banana, apply farmyard manure at land preparation, followed by NPK in split doses at basal, vegetative, and reproductive stages. Get an exact dose from your soil test report or nearest Krishi Vigyan Kendra -- rates vary by soil fertility."
ans_24ee83181c,sowing_time,Groundnut,The recommended sowing window for Groundnut in Tamil Nadu is Jun-Jul or Jan-Feb.
ans_30079822a3,harvest_time,Sunflower,"Sunflower is typically ready for harvest around 95 days after sowing/planting, depending on variety and local conditions."
ans_f71b764705,seed_variety,Sunflower,"Choose a Sunflower variety recommended by TNAU for your district and season -- disease-resistant, high-yield varieties are updated each season, so confirm with your Agriculture Extension Office or TNAU Agritech Portal before buying seed."
ans_c8805ddf5d,yield_expectation,Chilli,"Chilli yield depends heavily on soil, variety, and management -- your Agriculture Extension Office can give a realistic expected range for your specific field and variety rather than a generic number."
ans_5ff0ad8cec,sowing_time,Millet (Bajra),The recommended sowing window for Millet (Bajra) in Tamil Nadu is Jun-Jul.
ans_920e8951d0,government_scheme,Turmeric,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_5179cc5797,yield_expectation,Coconut,"Coconut yield depends heavily on soil, variety, and management -- your Agriculture Extension Office can give a realistic expected range for your specific field and variety rather than a generic number."
ans_2ba10ab5b1,fertilizer_schedule,Millet (Bajra),"For Millet (Bajra), apply farmyard manure at land preparation, followed by NPK in split doses at basal, vegetative, and reproductive stages. Get an exact dose from your soil test report or nearest Krishi Vigyan Kendra -- rates vary by soil fertility."
ans_d76defbab5,soil_suitability_check,Rice,"Rice suits Alluvial, Clay, Black cotton soil types. Upload your soil test report (pH, N, P, K) for a precise suitability check against your actual field data."
ans_badbef0f81,seed_variety,Tomato,"Choose a Tomato variety recommended by TNAU for your district and season -- disease-resistant, high-yield varieties are updated each season, so confirm with your Agriculture Extension Office or TNAU Agritech Portal before buying seed."
ans_c626f9d701,sowing_time,Chilli,The recommended sowing window for Chilli in Tamil Nadu is Jun-Jul or Nov-Dec.
ans_15086a107d,market_price,Green gram,Market prices for Green gram change daily. Check the current mandi rate on the e-NAM portal or your nearest Uzhavar Sandhai before deciding when to sell -- do not rely on a fixed number.
ans_577c7e266e,sowing_time,Black gram,The recommended sowing window for Black gram in Tamil Nadu is Aug-Sep or Feb-Mar.
ans_9027a620a0,government_scheme,Chilli,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_a2e642d106,sowing_time,Maize,The recommended sowing window for Maize in Tamil Nadu is Jun-Jul or Oct-Nov.
ans_59d467c75a,government_scheme,Millet (Bajra),"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_8fb74288d3,sowing_time,Sesame,The recommended sowing window for Sesame in Tamil Nadu is Jun-Jul or Feb-Mar.
ans_2a3da8c0e7,crop_selection_for_soil,Onion,"Onion grows well in Red loamy, Alluvial soil. If your soil test report shows different values, match it against the crop suitability table for your district's Agriculture Extension Office before finalizing."
ans_98e76ff4fa,sowing_time,Sunflower,The recommended sowing window for Sunflower in Tamil Nadu is Jan-Feb or Jun-Jul.
ans_7c2a1a315f,loan_info,Turmeric,Kisan Credit Card loans are available through nationalized and cooperative banks at subsidized interest for crop and allied activities. Interest rates and limits change periodically -- confirm current terms at your nearest bank branch.
ans_10d47d5450,pest_disease,Groundnut,"Groundnut is commonly affected by stem borers, aphids, and fungal leaf spots depending on season. Scout the field weekly; confirm any pesticide choice and dosage with your local Agriculture Officer before applying."
ans_bd7210685e,harvest_time,Cotton,"Cotton is typically ready for harvest around 180 days after sowing/planting, depending on variety and local conditions."
ans_52f60e02bc,crop_selection_for_soil,Black gram,"Black gram grows well in Black cotton, Alluvial, Red loamy soil. If your soil test report shows different values, match it against the crop suitability table for your district's Agriculture Extension Office before finalizing."
ans_4ded021189,soil_suitability_check,Sugarcane,"Sugarcane suits Alluvial, Black cotton, Red loamy soil types. Upload your soil test report (pH, N, P, K) for a precise suitability check against your actual field data."
ans_96e696f519,soil_suitability_check,Green gram,"Green gram suits Red loamy, Alluvial, Sandy loam soil types. Upload your soil test report (pH, N, P, K) for a precise suitability check against your actual field data."
ans_72078b585c,yield_expectation,Black gram,"Black gram yield depends heavily on soil, variety, and management -- your Agriculture Extension Office can give a realistic expected range for your specific field and variety rather than a generic number."
ans_a993a546cc,harvest_time,Sorghum,"Sorghum is typically ready for harvest around 110 days after sowing/planting, depending on variety and local conditions."
ans_df3f5c6a8f,government_scheme,Groundnut,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_30721a1ac1,pest_disease,Green gram,"Green gram is commonly affected by stem borers, aphids, and fungal leaf spots depending on season. Scout the field weekly; confirm any pesticide choice and dosage with your local Agriculture Officer before applying."
ans_99e12daf51,government_scheme,Rice,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_4f2d4dbd93,fertilizer_schedule,Sorghum,"For Sorghum, apply farmyard manure at land preparation, followed by NPK in split doses at basal, vegetative, and reproductive stages. Get an exact dose from your soil test report or nearest Krishi Vigyan Kendra -- rates vary by soil fertility."
ans_a739c46b24,market_price,Sugarcane,Market prices for Sugarcane change daily. Check the current mandi rate on the e-NAM portal or your nearest Uzhavar Sandhai before deciding when to sell -- do not rely on a fixed number.
ans_8b3b59fb77,seed_variety,Onion,"Choose a Onion variety recommended by TNAU for your district and season -- disease-resistant, high-yield varieties are updated each season, so confirm with your Agriculture Extension Office or TNAU Agritech Portal before buying seed."
ans_ac8b44de9f,harvest_time,Coconut,"Coconut is typically ready for harvest around 1460 days after sowing/planting, depending on variety and local conditions."
ans_df1b0b2ef8,yield_expectation,Turmeric,"Turmeric yield depends heavily on soil, variety, and management -- your Agriculture Extension Office can give a realistic expected range for your specific field and variety rather than a generic number."
ans_a0145081e6,soil_suitability_check,Sunflower,"Sunflower suits Black cotton, Red loamy, Alluvial soil types. Upload your soil test report (pH, N, P, K) for a precise suitability check against your actual field data."
ans_9b445ecf78,sowing_time,Coconut,The recommended sowing window for Coconut in Tamil Nadu is Year-round (perennial planting).
ans_e81cd4ebff,water_requirement,Turmeric,Turmeric needs about 1500mm across the season of water across its growing period. Adjust for local rainfall and soil water-holding capacity.
ans_fde9b2e1ac,crop_selection_for_soil,Banana,"Banana grows well in Alluvial, Red loamy soil. If your soil test report shows different values, match it against the crop suitability table for your district's Agriculture Extension Office before finalizing."
ans_53dc0ee652,soil_suitability_check,Coconut,"Coconut suits Red loamy, Sandy loam, Alluvial soil types. Upload your soil test report (pH, N, P, K) for a precise suitability check against your actual field data."
ans_f533ecd1ae,sowing_time,Banana,The recommended sowing window for Banana in Tamil Nadu is Year-round with irrigation.
ans_d2d3ee5e63,government_scheme,Cotton,"Common schemes include PM-KISAN (income support), PMFBY (crop insurance), and Kisan Credit Card (loans). Eligibility and current benefit amounts should be confirmed at your nearest Common Service Centre or agriculture.tn.gov.in, since scheme terms are revised periodically."
ans_26bb3fbd5f,crop_selection_for_soil,Chilli,"Chilli grows well in Red loamy, Black cotton, Sandy loam soil. If your soil test report shows different values, match it against the crop suitability table for your district's Agriculture Extension Office before finalizing."
